example_id                                                                  | status  | run_time        |
./spec/clients/sftp_client_spec.rb[1:2:1:4:1]                               | unknown |                 |
./spec/clients/sftp_client_spec.rb[1:2:1:4:2]                               | unknown |                 |
./spec/clients/sftp_client_spec.rb[1:2:1:4:3]                               | unknown |                 |
./spec/clients/sftp_client_spec.rb[1:2:1:5:1]                               | unknown |                 |
./spec/clients/sftp_client_spec.rb[1:2:1:5:2]                               | unknown |                 |
./spec/features/collection_management_spec.rb[1:1:1]                        | passed  | 6.67 seconds    |
./spec/features/collection_management_spec.rb[1:2:1]                        | passed  | 4.14 seconds    |
./spec/features/copy_reaction_spec.rb[1:1]                                  | failed  | 22.78 seconds   |
./spec/features/copy_reaction_spec.rb[1:2]                                  | failed  | 24.35 seconds   |
./spec/features/copy_reaction_spec.rb[1:3]                                  | passed  | 25.62 seconds   |
./spec/features/copy_reaction_spec.rb[1:4:1]                                | failed  | 23.51 seconds   |
./spec/features/copy_reaction_spec.rb[1:4:2]                                | failed  | 23.38 seconds   |
./spec/features/copy_reaction_spec.rb[1:5:1]                                | failed  | 23.61 seconds   |
./spec/features/copy_reaction_spec.rb[1:5:2]                                | failed  | 23.98 seconds   |
./spec/features/copy_sample_spec.rb[1:1]                                    | passed  | 4.71 seconds    |
./spec/features/copy_sample_spec.rb[1:2]                                    | passed  | 7.69 seconds    |
./spec/features/copy_sample_spec.rb[1:3]                                    | passed  | 7.95 seconds    |
./spec/features/copy_sample_spec.rb[1:4]                                    | passed  | 8.43 seconds    |
./spec/features/copy_sample_spec.rb[1:5]                                    | passed  | 5.12 seconds    |
./spec/features/create_sample_spec.rb[1:1]                                  | passed  | 6.75 seconds    |
./spec/features/message_spec.rb[1:1:1]                                      | passed  | 5.21 seconds    |
./spec/features/message_spec.rb[1:1:2]                                      | passed  | 7.39 seconds    |
./spec/features/message_spec.rb[1:1:3]                                      | passed  | 7.69 seconds    |
./spec/features/pages_spec.rb[1:1:1]                                        | passed  | 7.48 seconds    |
./spec/features/reaction_creation_spec.rb[1:1]                              | passed  | 10.28 seconds   |
./spec/features/reaction_equiv_spec.rb[1:1:1]                               | passed  | 8.46 seconds    |
./spec/features/reaction_management_spec.rb[1:1:1]                          | passed  | 8.23 seconds    |
./spec/features/sample_management_spec.rb[1:1:1]                            | passed  | 8.98 seconds    |
./spec/features/share_collection_spec.rb[1:1]                               | passed  | 7.25 seconds    |
./spec/features/share_collection_spec.rb[1:2]                               | passed  | 7.39 seconds    |
./spec/features/sync_collection_spec.rb[1:1]                                | passed  | 15.06 seconds   |
./spec/features/sync_collection_spec.rb[1:2]                                | passed  | 11.42 seconds   |
./spec/features/sync_collection_spec.rb[1:3]                                | passed  | 7.71 seconds    |
./spec/features/user_management_spec.rb[1:1:1]                              | passed  | 3.49 seconds    |
./spec/features/user_management_spec.rb[1:1:2]                              | passed  | 3.46 seconds    |
./spec/features/user_management_spec.rb[1:1:3]                              | passed  | 4.85 seconds    |
./spec/features/user_management_spec.rb[1:1:4]                              | passed  | 3.4 seconds     |
./spec/features/user_management_spec.rb[1:1:5]                              | passed  | 3.44 seconds    |
./spec/features/user_management_spec.rb[1:1:6]                              | passed  | 3.45 seconds    |
./spec/features/user_management_spec.rb[1:2:1]                              | passed  | 4.1 seconds     |
./spec/lib/chemotion/calculations_spec.rb[1:1:1]                            | passed  | 0.00619 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:1:2]                            | passed  | 0.00643 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:1:3]                            | passed  | 0.00623 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:2:1]                            | passed  | 0.00556 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:2:2]                            | passed  | 0.00564 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:3:1:1]                          | passed  | 0.00493 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:3:1:2]                          | passed  | 0.00459 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:3:2:1]                          | passed  | 0.00554 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:3:2:2]                          | passed  | 0.00602 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:3:2:3]                          | passed  | 0.00586 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:4:1]                            | passed  | 0.00634 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:4:2]                            | passed  | 0.00593 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:5:1]                            | passed  | 0.00627 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:5:2]                            | passed  | 0.01095 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:6:1]                            | passed  | 0.00513 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:1]                            | passed  | 0.00597 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:2]                            | passed  | 0.0061 seconds  |
