Onthology ID;Ontology Name;Custom Name;Full Link;Parent
CHMO:0000443;CHMO: laser electric resonance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000443;
CHMO:0000444;CHMO: frequency modulation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000444;
CHMO:0001961;CHMO: laser transient absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001961;
CHMO:0002233;CHMO: site-selection spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002233;
CHMO:0002234;CHMO: hole-burning spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002234;
CHMO:0000445;CHMO: indirect laser absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000445;
CHMO:0000446;CHMO: intracavity laser absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000446;
CHMO:0000447;CHMO: cavity enhanced absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000447;
CHMO:0000448;CHMO: optical feedback cavity enhanced absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000448;
CHMO:0000449;CHMO: super continuum cavity enhanced absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000449;
CHMO:0000450;CHMO: cavity ring-down spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000450;
CHMO:0000451;CHMO: concentration modulated absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000451;
CHMO:0000452;CHMO: laser dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000452;
CHMO:0000453;CHMO: multiphoton dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000453;
CHMO:0000454;CHMO: resonance enhanced multiphoton dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000454;
CHMO:0000455;CHMO: resonance ion dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000455;
CHMO:0000456;CHMO: laser induced fluorescence spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000456;
CHMO:0000457;CHMO: thermal lens spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000457;
CHMO:0000458;CHMO: visible thermal lens spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000458;
CHMO:0000459;CHMO: ultraviolet thermal lens spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000459;
CHMO:0001827;CHMO: Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001827;
CHMO:0001828;CHMO: Raman-induced Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001828;
CHMO:0001830;CHMO: optically-heterodyned Raman-induced Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001830;
CHMO:0001839;CHMO: femtosecond optically-heterodyned Raman-induced Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001839;
CHMO:0001833;CHMO: femtosecond Raman-induced Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001833;
CHMO:0001829;CHMO: magneto optical Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001829;
CHMO:0001837;CHMO: time-resolved optical Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001837;
CHMO:0001838;CHMO: optically-heterodyned Kerr effect spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001838;
CHMO:0002243;CHMO: electric-field-induced second harmonic generation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002243;
CHMO:0000460;CHMO: laser emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000460;
CHMO:0000461;CHMO: laser micro emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000461;
CHMO:0000462;CHMO: laser ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000462;
CHMO:0000463;CHMO: resonance ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000463;
CHMO:0000464;CHMO: laser-enhanced ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000464;
CHMO:0000465;CHMO: laser multiphoton ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000465;
CHMO:0000466;CHMO: resonance enhanced multiphoton ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000466;
CHMO:0000467;CHMO: laser microprobe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000467;
CHMO:0000468;CHMO: resonance-enhanced laser microprobe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000468;
CHMO:0001962;CHMO: ultra-fast laser spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001962;
CHMO:0002100;CHMO: four-wave mixing spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002100;
CHMO:0002102;CHMO: degenerate four-wave mixing spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002102;
CHMO:0002103;CHMO: two-colour four-wave mixing spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002103;
CHMO:0002101;CHMO: femtosecond two-colour four-wave mixing spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002101;
CHMO:0002104;CHMO: terahertz four-wave mixing spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002104;
CHMO:0002186;CHMO: polarisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002186;
CHMO:0002445;CHMO: pump-probe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002445;
CHMO:0002446;CHMO: femtosecond pump–probe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002446;
CHMO:0002447;CHMO: pump–repump–probe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002447;
CHMO:0002448;CHMO: pump–dump–probe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002448;
CHMO:0002509;CHMO: flash photolysis;;http://purl.obolibrary.org/obo/CHMO_0002509;
CHMO:0002510;CHMO: laser flash photolysis;;http://purl.obolibrary.org/obo/CHMO_0002510;
CHMO:0002511;CHMO: nanosecond laser flash photolysis;;http://purl.obolibrary.org/obo/CHMO_0002511;
CHMO:0002512;CHMO: picosecond laser flash photolysis;;http://purl.obolibrary.org/obo/CHMO_0002512;
CHMO:0002513;CHMO: femtosecond laser flash photolysis;;http://purl.obolibrary.org/obo/CHMO_0002513;
CHMO:0002514;CHMO: diffuse reflectance laser flash photolysis;;http://purl.obolibrary.org/obo/CHMO_0002514;
CHMO:0000469;CHMO: optogalvanic spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000469;
CHMO:0000470;CHMO: mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000470;
CHMO:0000471;CHMO: acceleration mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000471;
CHMO:0000797;CHMO: orthogonal acceleration mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000797;
CHMO:0000798;CHMO: orthogonal acceleration time of flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000798;
CHMO:0000472;CHMO: chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000472;
CHMO:0000473;CHMO: atmospheric pressure chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000473;
CHMO:0002762;CHMO: negative mode atmospheric pressure chemical ionization mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002762;
CHMO:0002763;CHMO: positive mode atmospheric pressure chemical ionization mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002763;
CHMO:0000474;CHMO: desorption chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000474;
CHMO:0000475;CHMO: negative ion chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000475;
CHMO:0002763;CHMO: positive mode atmospheric pressure chemical ionization mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002763;
CHMO:0000476;CHMO: positive ion chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000476;
CHMO:0002762;CHMO: negative mode atmospheric pressure chemical ionization mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002762;
CHMO:0001268;CHMO: desorption atmospheric pressure chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001268;
CHMO:0000477;CHMO: collision-induced dissociation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000477;
CHMO:0000478;CHMO: electron capture negative ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000478;
CHMO:0000481;CHMO: furnace atomisation electron ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000481;
CHMO:0000482;CHMO: electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000482;
CHMO:0000483;CHMO: cold-spray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000483;
CHMO:0000484;CHMO: desorption electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000484;
CHMO:0000485;CHMO: high-resolution electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000485;
CHMO:0000486;CHMO: ionspray mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000486;
CHMO:0000487;CHMO: microelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000487;
CHMO:0000488;CHMO: nanoelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000488;
CHMO:0000489;CHMO: high-performance liquid chromatography-nanoelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000489;
CHMO:0000490;CHMO: secondary electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000490;
CHMO:0000717;CHMO: extractive electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000717;
CHMO:0000736;CHMO: electrospray ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000736;
CHMO:0000737;CHMO: liquid chromatography-electrospray ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000737;
CHMO:0001108;CHMO: positive electrospray ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001108;
CHMO:0002541;CHMO: high-resolution electrospray ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002541;
CHMO:0000751;CHMO: liquid chromatography-electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000751;
CHMO:0000489;CHMO: high-performance liquid chromatography-nanoelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000489;
CHMO:0000737;CHMO: liquid chromatography-electrospray ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000737;
CHMO:0000752;CHMO: nanoflow liquid chromatography-electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000752;
CHMO:0002453;CHMO: liquid chromatography at the critical condition-electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002453;
CHMO:0001107;CHMO: positive electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001107;
CHMO:0002729;CHMO: paper spray mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002729;
CHMO:0000491;CHMO: field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000491;
CHMO:0000492;CHMO: field desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000492;
CHMO:0000493;CHMO: pyrolysis field desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000493;
CHMO:0000496;CHMO: temperature-resolved pyrolysis field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000496;
CHMO:0000494;CHMO: high resolution field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000494;
CHMO:0000495;CHMO: pyrolysis field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000495;
CHMO:0000493;CHMO: pyrolysis field desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000493;
CHMO:0000496;CHMO: temperature-resolved pyrolysis field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000496;
CHMO:0000508;CHMO: gas chromatography-isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000508;
CHMO:0000735;CHMO: gas chromatography time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000735;
CHMO:0000872;CHMO: gas chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000872;
CHMO:0002538;CHMO: parallel ICP-MS and EI-MS detection after GC separation;;http://purl.obolibrary.org/obo/CHMO_0002538;
CHMO:0002539;CHMO: low-temperature gas chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002539;
CHMO:0002640;CHMO: thermal desorption-gas chromatography mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002640;
CHMO:0001931;CHMO: automated thermal desorption-gas chromatography mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001931;
CHMO:0001261;CHMO: pyrolysis gas chromatography-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001261;
CHMO:0002542;CHMO: gas chromatography electron ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002542;
CHMO:0000498;CHMO: high-resolution mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000498;
CHMO:0000499;CHMO: ion mobility spectrometry-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000499;
CHMO:0000500;CHMO: ion trap mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000500;
CHMO:0000501;CHMO: ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000501;
CHMO:0000502;CHMO: Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000502;
CHMO:0000503;CHMO: high-resolution Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000503;
CHMO:0000705;CHMO: electrospray ionisation Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000705;
CHMO:0000504;CHMO: quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000504;
CHMO:0000505;CHMO: three-dimensional quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000505;
CHMO:0002719;CHMO: quadrupole time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002719;
CHMO:0001284;CHMO: nanoflow high-performance liquid chromatography electrospray-ionisation quadrupole time-of-flight tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001284;
CHMO:0000753;CHMO: liquid chromatography-ion trap mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000753;
CHMO:0000754;CHMO: nanoflow liquid chromatography chip enabled ion trap mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000754;
CHMO:0002925;CHMO: Fourier transform mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002925;
CHMO:0000502;CHMO: Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000502;
CHMO:0000503;CHMO: high-resolution Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000503;
CHMO:0000705;CHMO: electrospray ionisation Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000705;
CHMO:0002926;CHMO: Orbitrap mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002926;
CHMO:0000506;CHMO: isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000506;
CHMO:0000507;CHMO: elemental analysis isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000507;
CHMO:0000508;CHMO: gas chromatography-isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000508;
CHMO:0000509;CHMO: liquid chromatography-isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000509;
CHMO:0000512;CHMO: high-performance liquid chromatography-isotope dilution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000512;
CHMO:0000510;CHMO: isotope dilution mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000510;
CHMO:0000511;CHMO: isotope dilution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000511;
CHMO:0000512;CHMO: high-performance liquid chromatography-isotope dilution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000512;
CHMO:0000513;CHMO: isotope dilution inductively coupled plasma quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000513;
CHMO:0000514;CHMO: stable isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000514;
CHMO:0000886;CHMO: dual-inlet isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000886;
CHMO:0000887;CHMO: continuous-flow isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000887;
CHMO:0000509;CHMO: liquid chromatography-isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000509;
CHMO:0000512;CHMO: high-performance liquid chromatography-isotope dilution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000512;
CHMO:0000523;CHMO: liquid chromatography-matrix-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000523;
CHMO:0000552;CHMO: liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000552;
CHMO:0000543;CHMO: high performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000543;
CHMO:0000544;CHMO: high-performance liquid chromatography fluorescence detection-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000544;
CHMO:0000545;CHMO: high-performance liquid chromatography photodiode array-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000545;
CHMO:0000555;CHMO: size-exclusion chromatography-high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000555;
CHMO:0001277;CHMO: reversed-phase high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001277;
CHMO:0001281;CHMO: nanoflow high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001281;
CHMO:0001283;CHMO: reversed-phase nanoflow high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001283;
;;;;
CHMO:0000738;CHMO: reversed-phase liquid chromatography-electrospray ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000738;
CHMO:0001834;CHMO: nanoflow liquid chromatography-tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001834;
CHMO:0001836;CHMO: two-dimensional liquid chromatography-tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001836;
CHMO:0002000;CHMO: strong-cation-exchange reversed-phase high-performance liquid chromatography inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002000;
CHMO:0002009;CHMO: strong-cation-exchange reversed-phase high-performance liquid chromatography atmospheric pressure chemical ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002009;
CHMO:0002024;CHMO: tandem dual-column high-performance liquid chromatography atmospheric pressure chemical ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002024;
CHMO:0000751;CHMO: liquid chromatography-electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000751;
CHMO:0000489;CHMO: high-performance liquid chromatography-nanoelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000489;
CHMO:0000737;CHMO: liquid chromatography-electrospray ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000737;
CHMO:0000752;CHMO: nanoflow liquid chromatography-electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000752;
CHMO:0002453;CHMO: liquid chromatography at the critical condition-electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002453;
CHMO:0000753;CHMO: liquid chromatography-ion trap mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000753;
CHMO:0000754;CHMO: nanoflow liquid chromatography chip enabled ion trap mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000754;
CHMO:0000489;CHMO: high-performance liquid chromatography-nanoelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000489;
CHMO:0000512;CHMO: high-performance liquid chromatography-isotope dilution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000512;
CHMO:0000543;CHMO: high performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000543;
CHMO:0000544;CHMO: high-performance liquid chromatography fluorescence detection-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000544;
CHMO:0000545;CHMO: high-performance liquid chromatography photodiode array-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000545;
CHMO:0000555;CHMO: size-exclusion chromatography-high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000555;
CHMO:0001277;CHMO: reversed-phase high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001277;
CHMO:0001281;CHMO: nanoflow high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001281;
CHMO:0001283;CHMO: reversed-phase nanoflow high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001283;
CHMO:0000715;CHMO: ultra-performance liquid chromatography-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000715;
CHMO:0000716;CHMO: high-performance liquid chromatography-nuclear magnetic resonance-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000716;
CHMO:0002709;CHMO: liquid chromatography-nuclear magnetic resonance-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002709;
CHMO:0002452;CHMO: liquid chromatography at the critical condition-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002452;
CHMO:0002453;CHMO: liquid chromatography at the critical condition-electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002453;
CHMO:0000530;CHMO: sonic spray mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000530;
CHMO:0000531;CHMO: thermospray mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000531;
CHMO:0000532;CHMO: thermal ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000532;
CHMO:0000533;CHMO: particle beam mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000533;
CHMO:0000534;CHMO: plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000534;
CHMO:0000535;CHMO: capacitively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000535;
CHMO:0000536;CHMO: electron cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000536;
CHMO:0000538;CHMO: inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000538;
CHMO:0000539;CHMO: electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000539;
CHMO:0000540;CHMO: slurry electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000540;
CHMO:0000541;CHMO: slurry nebulisation electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000541;
CHMO:0000542;CHMO: solid sampling electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000542;
CHMO:0001791;CHMO: low-temperature electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001791;
CHMO:0000546;CHMO: high-resolution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000546;
CHMO:0000547;CHMO: inductively coupled plasma field sector mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000547;
CHMO:0000548;CHMO: inductively coupled plasma three dimensional quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000548;
CHMO:0000549;CHMO: inductively coupled plasma time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000549;
CHMO:0000550;CHMO: laser ablation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000550;
CHMO:0000551;CHMO: laser ablation inductively coupled plasma time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000551;
CHMO:0000552;CHMO: liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000552;
CHMO:0000543;CHMO: high performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000543;
CHMO:0000544;CHMO: high-performance liquid chromatography fluorescence detection-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000544;
CHMO:0000545;CHMO: high-performance liquid chromatography photodiode array-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000545;
CHMO:0000555;CHMO: size-exclusion chromatography-high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000555;
CHMO:0001277;CHMO: reversed-phase high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001277;
CHMO:0001281;CHMO: nanoflow high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001281;
CHMO:0001283;CHMO: reversed-phase nanoflow high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001283;
CHMO:0000553;CHMO: multiple collector inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000553;
CHMO:0000554;CHMO: size-exclusion chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000554;
CHMO:0000555;CHMO: size-exclusion chromatography-high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000555;
CHMO:0000556;CHMO: solution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000556;
CHMO:0000557;CHMO: solution nebulisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000557;
CHMO:0000703;CHMO: capillary electrophoresis-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000703;
CHMO:0000750;CHMO: capillary liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000750;
CHMO:0000871;CHMO: dynamic reaction cell inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000871;
CHMO:0000872;CHMO: gas chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000872;
CHMO:0002538;CHMO: parallel ICP-MS and EI-MS detection after GC separation;;http://purl.obolibrary.org/obo/CHMO_0002538;
CHMO:0002539;CHMO: low-temperature gas chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002539;
CHMO:0002640;CHMO: thermal desorption-gas chromatography mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002640;
