Ontology ID;Ontology Name;Custom Label;Link;Roles;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000377;inverse photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000377;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000378;bremsstrahlung isochromat spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000378;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000379;angle-resolved bremsstrahlung isochromat spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000379;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000380;momentum-resolved bremsstrahlung spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000380;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000381;ultraviolet bremsstrahlung isochromat spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000381;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000382;X-ray bremsstrahlung isochromat spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000382;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000383;k-resolved inverse photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000383;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000384;spin-polarised inverse photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000384;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000385;metastable de-excitation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000385;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000386;spin-polarized metastable de-excitation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000386;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000387;photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000387;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000388;angle-resolved photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000388;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000389;depth-selective photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000389;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000390;photoelectron extended fine structure spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000390;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000391;angle-resolved photoelectron extended fine structure spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000391;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000392;photoelectron microspectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000392;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000393;extreme ultraviolet photoelectron microspectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000393;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000394;synchrotron radiation photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000394;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000395;angle-resolved synchotron radiation photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000395;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000396;constant-final-state spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000396;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000397;constant-initial-state spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000397;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000398;photoelectron yield spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000398;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000399;partial-yield spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000399;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000400;resonance-enhanced photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000400;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000401;ultraviolet photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000401;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000402;angle-resolved ultraviolet photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000402;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000403;vacuum ultraviolet photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000403;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000404;X-ray photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000404;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000405;angle-resolved X-ray photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000405;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000406;high-resolution X-ray photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000406;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000407;soft X-ray photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000407;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000408;high-resolution soft X-ray photoelectron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000408;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000409;valence-shell photoionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000409;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000410;zero kinetic energy electron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000410;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000411;secondary electron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000411;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000412;angle-resolved secondary electron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000412;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000413;spin-polarised secondary electron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000413;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000414;gamma-ray spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000414;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000415;particle-induced gamma-ray emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000415;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000416;gamma-ray scattering spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000416;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000417;Mossbauer spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000417;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000418;depth-selective Mossbauer spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000418;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000419;nuclear spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000419;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000421;impedance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000421;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000422;alternating current impedance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000422;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000423;electrochemical-induced impedance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000423;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000424;laser-induced impedance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000424;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000425;ion spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000425;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000426;ion-beam spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000426;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000427;direct recoil spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000427;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000428;ion microprobe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000428;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000429;low-energy radioactive ion-beam spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000429;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000430;ion mobility spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000430;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000431;differential mobility spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000431;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000432;drift tube ion mobility spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000432;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000433;ion scattering;;http://purl.obolibrary.org/obo/CHMO_0000433;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000434;Rutherford backscattering spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000434;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000435;laser spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000435;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000436;laser absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000436;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000437;direct laser absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000437;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000438;collinear laser spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000438;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000439;collinear fast atom-beam spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000439;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000440;collinear laser ion-beam spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000440;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000441;collinear fast ion-beam laser spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000441;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000442;tunable diode laser absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000442;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000443;laser electric resonance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000443;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000444;frequency modulation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000444;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000445;indirect laser absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000445;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000446;intracavity laser absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000446;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000447;cavity enhanced absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000447;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000448;optical feedback cavity enhanced absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000448;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000449;super continuum cavity enhanced absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000449;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000450;cavity ring-down spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000450;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000451;concentration modulated absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000451;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000452;laser dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000452;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000453;multiphoton dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000453;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000454;resonance enhanced multiphoton dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000454;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000455;resonance ion dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000455;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000456;laser induced fluorescence spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000456;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000457;thermal lens spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000457;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000458;visible thermal lens spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000458;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000459;ultraviolet thermal lens spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000459;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000460;laser emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000460;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000461;laser micro emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000461;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000462;laser ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000462;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000463;resonance ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000463;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000464;laser-enhanced ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000464;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000465;laser multiphoton ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000465;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000466;resonance enhanced multiphoton ionisation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000466;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000467;laser microprobe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000467;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000468;resonance-enhanced laser microprobe spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000468;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000469;optogalvanic spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000469;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000470;mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000470;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000471;acceleration mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000471;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000472;chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000472;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000473;atmospheric pressure chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000473;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000474;desorption chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000474;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000475;negative ion chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000475;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000476;positive ion chemical ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000476;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000477;collision-induced dissociation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000477;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000478;electron capture negative ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000478;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000481;furnace atomisation electron ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000481;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000482;electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000482;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000483;cold-spray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000483;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000484;desorption electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000484;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000485;high-resolution electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000485;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000486;ionspray mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000486;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000487;microelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000487;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000488;nanoelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000488;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000489;high-performance liquid chromatography-nanoelectrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000489;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000490;secondary electrospray ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000490;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000491;field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000491;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000492;field desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000492;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000493;pyrolysis field desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000493;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000494;high resolution field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000494;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000495;pyrolysis field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000495;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000496;temperature-resolved pyrolysis field ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000496;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000497;gas chromatography-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000497;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000498;high-resolution mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000498;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000499;ion mobility spectrometry-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000499;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000500;ion trap mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000500;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000501;ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000501;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000502;Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000502;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000503;high-resolution Fourier transform ion cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000503;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000504;quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000504;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000505;three-dimensional quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000505;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000506;isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000506;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000507;elemental analysis isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000507;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000508;gas chromatography-isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000508;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000509;liquid chromatography-isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000509;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000510;isotope dilution mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000510;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000511;isotope dilution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000511;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000512;high-performance liquid chromatography-isotope dilution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000512;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000513;isotope dilution inductively coupled plasma quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000513;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000514;stable isotope ratio mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000514;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000515;laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000515;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000516;laser microprobe mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000516;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000517;negative ion laser desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000517;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000518;positive ion laser desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000518;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000519;matrix-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000519;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000520;matrix-assisted laser desorption-ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000520;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000521;sol-gel-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000521;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000522;surface-enhanced laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000522;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000523;liquid chromatography-matrix-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000523;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000524;liquid chromatography-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000524;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000525;photoionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000525;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000526;atmospheric pressure photoionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000526;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000527;multiphoton ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000527;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000528;resonance-enhanced multiphoton ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000528;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000529;resonance ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000529;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000530;sonic spray mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000530;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000531;thermospray mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000531;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000532;thermal ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000532;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000533;particle beam mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000533;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000534;plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000534;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000535;capacitively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000535;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000536;electron cyclotron resonance mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000536;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000537;glow-discharge mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000537;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000538;inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000538;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000539;electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000539;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000540;slurry electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000540;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000541;slurry nebulisation electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000541;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000542;solid sampling electrothermal vaporisation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000542;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000543;high performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000543;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000544;high-performance liquid chromatography fluorescence detection-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000544;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000545;high-performance liquid chromatography photodiode array-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000545;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000546;high-resolution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000546;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000547;inductively coupled plasma field sector mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000547;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000548;inductively coupled plasma three dimensional quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000548;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000549;inductively coupled plasma time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000549;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000550;laser ablation inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000550;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000551;laser ablation inductively coupled plasma time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000551;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000552;liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000552;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000553;multiple collector inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000553;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000554;size-exclusion chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000554;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000555;size-exclusion chromatography-high-performance liquid chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000555;;;;;;;;;;;;;;;;;;;;;;;;;
CHMO:0000556;solution inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000556;;;;;;;;;;;;;;;;;;;;;;;;;
